index ,level ,character ,pinyin
 3.73 ,高等  ,屡        ,lǚ
 3.73 ,五级  ,询        ,xún
 3.73 ,高等  ,呛        ,qiāng
 3.73 ,高等  ,呛        ,qiàng
 3.73 ,六级  ,壮        ,zhuàng
 3.73 ,高等  ,癌        ,ái
 3.73 ,高等  ,碑        ,bēi
 3.73 ,高等  ,棍        ,gùn
 3.73 ,高等  ,株        ,zhū
 3.73 ,高等  ,咏        ,yǒng
 3.73 ,高等  ,廷        ,tíng
 3.72 ,五级  ,愁        ,chóu
 3.72 ,五级  ,灾        ,zāi
 3.72 ,五级  ,彼        ,bǐ
 3.72 ,高等  ,揪        ,jiū
 3.72 ,高等  ,兜        ,dōu
 3.72 ,高等  ,叠        ,dié
 3.72 ,六级  ,伍        ,wǔ
 3.72 ,高等  ,衰        ,shuāi
 3.72 ,四级  ,棵        ,kē
 3.72 ,高等  ,劈        ,pī
 3.71 ,高等  ,敷        ,fū
 3.71 ,五级  ,糕        ,gāo
 3.71 ,高等  ,捆        ,kǔn
 3.71 ,五级  ,估        ,gū
 3.71 ,高等  ,贤        ,xián
 3.71 ,高等  ,搂        ,lǒu
 3.71 ,五级  ,勤        ,qín
 3.71 ,四级  ,虑        ,lǜ
 3.71 ,高等  ,娥        ,é
 3.71 ,六级  ,扭        ,niǔ
 3.7  ,二级  ,舒        ,shū
 3.7  ,四级  ,阻        ,zǔ
 3.7  ,四级  ,阅        ,yuè
 3.7  ,高等  ,芯        ,xīn
 3.7  ,高等  ,茎        ,jīng
 3.7  ,高等  ,咧        ,liē
 3.7  ,五级  ,泼        ,pō
 3.7  ,高等  ,剥        ,bō
 3.7  ,高等  ,抚        ,fǔ
 3.7  ,高等  ,淘        ,táo
 3.7  ,高等  ,掰        ,bāi
 3.7  ,六级  ,醋        ,cù
 3.7  ,五级  ,肩        ,jiān
 3.7  ,高等  ,剥        ,bāo
 3.7  ,高等  ,赋        ,fù
 3.7  ,高等  ,酥        ,sū
 3.7  ,高等  ,咧        ,liě
 3.7  ,高等  ,陶        ,táo
 3.69 ,高等  ,觅        ,mì
 3.69 ,五级  ,洒        ,sǎ
 3.69 ,高等  ,畔        ,pàn
 3.69 ,高等  ,藤        ,téng
 3.69 ,高等  ,恒        ,héng
 3.69 ,四级  ,综        ,zōng
 3.69 ,六级  ,储        ,chǔ
 3.69 ,高等  ,莲        ,lián
 3.69 ,三级  ,咖        ,kā
 3.69 ,四级  ,彻        ,chè
 3.69 ,高等  ,鹅        ,é
 3.69 ,高等  ,誓        ,shì
 3.69 ,高等  ,匪        ,fěi
 3.69 ,高等  ,剃        ,tì
 3.69 ,四级  ,究        ,jiū
 3.68 ,高等  ,昆        ,kūn
 3.68 ,高等  ,啃        ,kěn
 3.68 ,高等  ,忌        ,jì
 3.68 ,高等  ,勾        ,gōu
 3.68 ,高等  ,屯        ,tún
 3.68 ,高等  ,妥        ,tuǒ
 3.68 ,高等  ,渝        ,yú
 3.68 ,六级  ,宏        ,hóng
 3.68 ,高等  ,囊        ,náng
 3.68 ,高等  ,趴        ,pā
 3.68 ,六级  ,晓        ,xiǎo
 3.68 ,二级  ,澡        ,zǎo
 3.68 ,高等  ,苗        ,miáo
 3.68 ,高等  ,塌        ,tā
 3.67 ,高等  ,橙        ,chéng
 3.67 ,三级  ,效        ,xiào
 3.67 ,六级  ,祥        ,xiáng
 3.67 ,高等  ,磕        ,kē
 3.67 ,六级  ,悬        ,xuán
 3.67 ,四级  ,渐        ,jiàn
 3.67 ,六级  ,洁        ,jié
 3.67 ,高等  ,蒸        ,zhēng
 3.67 ,高等  ,枕        ,zhěn
 3.67 ,高等  ,仆        ,pú
 3.67 ,高等  ,勋        ,xūn
 3.67 ,高等  ,睁        ,zhēng
 3.66 ,高等  ,崩        ,bēng
 3.66 ,六级  ,昏        ,hūn
 3.66 ,高等  ,奸        ,jiān
 3.66 ,高等  ,凌        ,líng
 3.66 ,高等  ,裕        ,yù
 3.66 ,六级  ,暴        ,bào
 3.66 ,高等  ,竖        ,shù
 3.66 ,高等  ,裸        ,luǒ
 3.65 ,高等  ,拦        ,lán
 3.65 ,五级  ,柴        ,chái
 3.65 ,高等  ,窃        ,qiè
 3.65 ,高等  ,僧        ,sēng
 3.65 ,高等  ,芝        ,zhī
 3.65 ,高等  ,鹏        ,péng
 3.65 ,高等  ,瞪        ,dèng
 3.65 ,高等  ,瞅        ,chǒu
 3.65 ,高等  ,卵        ,luǎn
 3.65 ,高等  ,抠        ,kōu
 3.65 ,五级  ,遵        ,zūn
 3.64 ,六级  ,衡        ,héng
 3.64 ,高等  ,翅        ,chì
 3.64 ,高等  ,虏        ,lǔ
 3.64 ,高等  ,滩        ,tān
 3.64 ,六级  ,循        ,xún
 3.64 ,高等  ,颂        ,sòng
 3.64 ,五级  ,铃        ,líng
 3.64 ,高等  ,炖        ,dùn
 3.64 ,高等  ,愣        ,lèng
 3.64 ,高等  ,潭        ,tán
 3.64 ,四级  ,逐        ,zhú
 3.64 ,高等  ,笼        ,lóng
 3.64 ,高等  ,霜        ,shuāng
 3.64 ,高等  ,腹        ,fù
 3.64 ,四级  ,址        ,zhǐ
 3.64 ,高等  ,虐        ,nüè
 3.64 ,高等  ,笼        ,lǒng
 3.64 ,六级  ,薪        ,xīn
 3.64 ,高等  ,镶        ,xiāng
 3.64 ,高等  ,禾        ,hé
 3.64 ,高等  ,坝        ,bà
 3.63 ,五级  ,羽        ,yǔ
 3.63 ,高等  ,柏        ,bǎi
 3.63 ,五级  ,矛        ,máo
 3.63 ,高等  ,昂        ,áng
 3.63 ,五级  ,悲        ,bēi
 3.63 ,高等  ,幢        ,zhuàng
 3.63 ,高等  ,遣        ,qiǎn
 3.63 ,高等  ,纱        ,shā
 3.63 ,五级  ,析        ,xī
 3.63 ,高等  ,窜        ,cuàn
 3.63 ,六级  ,炎        ,yán
 3.63 ,高等  ,瞄        ,miáo
 3.63 ,三级  ,伟        ,wěi
 3.63 ,四级  ,俗        ,sú
 3.62 ,高等  ,冤        ,yuān
 3.62 ,三级  ,媒        ,méi
 3.62 ,高等  ,臂        ,bì
 3.62 ,五级  ,怨        ,yuàn
 3.62 ,高等  ,胎        ,tāi
 3.62 ,高等  ,禅        ,chán
 3.62 ,高等  ,蛙        ,wā
 3.62 ,高等  ,惧        ,jù
 3.62 ,高等  ,滨        ,bīn
 3.62 ,高等  ,谎        ,huǎng
 3.62 ,高等  ,馋        ,chán
 3.62 ,六级  ,融        ,róng
 3.62 ,六级  ,耗        ,hào
 3.62 ,五级  ,桃        ,táo
 3.62 ,六级  ,宇        ,yǔ
 3.62 ,六级  ,咨        ,zī
 3.61 ,四级  ,毫        ,háo
 3.61 ,高等  ,窑        ,yáo
 3.61 ,高等  ,巫        ,wū
 3.61 ,高等  ,勃        ,bó
 3.61 ,高等  ,荒        ,huāng
 3.61 ,高等  ,弥        ,mí
 3.61 ,高等  ,萌        ,méng
 3.61 ,高等  ,契        ,qì
 3.61 ,六级  ,浮        ,fú
 3.61 ,五级  ,敏        ,mǐn
 3.61 ,高等  ,蜂        ,fēng
 3.61 ,五级  ,详        ,xiáng
 3.61 ,六级  ,刊        ,kān
 3.61 ,高等  ,辟        ,pì
 3.61 ,四级  ,趣        ,qù
 3.6  ,高等  ,坠        ,zhuì
 3.6  ,高等  ,歼        ,jiān
 3.6  ,三级  ,衫        ,shān
 3.6  ,高等  ,垂        ,chuí
 3.6  ,高等  ,芭        ,bā
 3.6  ,高等  ,醇        ,chún
 3.6  ,高等  ,笛        ,dí
 3.6  ,高等  ,浦        ,pǔ
 3.6  ,高等  ,攀        ,pān
 3.6  ,四级  ,培        ,péi
 3.6  ,六级  ,践        ,jiàn
 3.6  ,高等  ,萝        ,luó
 3.6  ,高等  ,拌        ,bàn
 3.6  ,三级  ,危        ,wēi
 3.59 ,高等  ,挠        ,náo
 3.59 ,六级  ,辉        ,huī
 3.59 ,六级  ,慧        ,huì
 3.59 ,高等  ,尘        ,chén
 3.59 ,高等  ,丛        ,cóng
 3.59 ,六级  ,裂        ,liè
 3.59 ,高等  ,磁        ,cí
 3.59 ,四级  ,厘        ,lí
 3.59 ,高等  ,瘾        ,yǐn
 3.59 ,高等  ,塘        ,táng
 3.59 ,高等  ,遥        ,yáo
 3.59 ,六级  ,截        ,jié
 3.58 ,高等  ,秃        ,tū
 3.58 ,高等  ,僵        ,jiāng
 3.58 ,高等  ,敦        ,dūn
 3.58 ,高等  ,逸        ,yì
 3.58 ,高等  ,鸣        ,míng
 3.58 ,六级  ,贯        ,guàn
 3.58 ,高等  ,赎        ,shú
 3.57 ,高等  ,驱        ,qū
 3.57 ,高等  ,滥        ,làn
 3.57 ,高等  ,拱        ,gǒng
 3.57 ,高等  ,拧        ,níng
 3.57 ,高等  ,踹        ,chuài
 3.57 ,高等  ,拧        ,nǐng
 3.57 ,四级  ,植        ,zhí
 3.57 ,高等  ,巷        ,xiàng
 3.57 ,六级  ,拐        ,guǎi
 3.57 ,六级  ,掏        ,tāo
 3.57 ,六级  ,旋        ,xuán
 3.57 ,高等  ,螺        ,luó
 3.56 ,高等  ,诱        ,yòu
 3.56 ,五级  ,宿        ,sù
 3.56 ,五级  ,繁        ,fán
 3.56 ,高等  ,逮        ,dài
 3.56 ,高等  ,逮        ,dǎi
 3.56 ,高等  ,钦        ,qīn
 3.56 ,高等  ,削        ,xiāo
 3.56 ,高等  ,削        ,xuē
 3.56 ,高等  ,瘤        ,liú
 3.56 ,高等  ,辱        ,rǔ
 3.56 ,高等  ,蹭        ,cèng
 3.56 ,一级  ,绍        ,shào
 3.56 ,高等  ,垮        ,kuǎ
 3.55 ,四级  ,婆        ,pó
 3.55 ,高等  ,柔        ,róu
 3.55 ,五级  ,豫        ,yù
 3.55 ,高等  ,蹦        ,bèng
 3.55 ,高等  ,葱        ,cōng
 3.55 ,六级  ,宴        ,yàn
 3.55 ,高等  ,燕        ,yàn
 3.55 ,高等  ,腻        ,nì
 3.55 ,高等  ,叼        ,diāo
 3.55 ,高等  ,杠        ,gàng
 3.55 ,六级  ,悟        ,wù
 3.55 ,高等  ,暮        ,mù
 3.55 ,高等  ,闸        ,zhá
 3.55 ,高等  ,夷        ,yí
 3.55 ,高等  ,巢        ,cháo
 3.54 ,高等  ,凸        ,tū
 3.54 ,高等  ,芬        ,fēn
 3.54 ,高等  ,挪        ,nuó
 3.54 ,五级  ,硕        ,shuò
 3.54 ,高等  ,眨        ,zhǎ
 3.54 ,高等  ,玄        ,xuán
 3.54 ,二级  ,忽        ,hū
 3.54 ,高等  ,霸        ,bà
 3.54 ,高等  ,缸        ,gāng
 3.54 ,高等  ,浇        ,jiāo
 3.54 ,六级  ,跃        ,yuè
 3.54 ,高等  ,庞        ,páng
 3.54 ,高等  ,叮        ,dīng
 3.54 ,高等  ,掠        ,lüè
 3.54 ,高等  ,砂        ,shā
 3.54 ,二级  ,绩        ,jì
 3.54 ,高等  ,筋        ,jīn
 3.53 ,六级  ,枝        ,zhī
 3.53 ,四级  ,益        ,yì
 3.53 ,高等  ,掘        ,jué
 3.53 ,四级  ,映        ,yìng
 3.53 ,六级  ,疾        ,jí
 3.53 ,五级  ,欣        ,xīn
 3.53 ,高等  ,揽        ,lǎn
 3.53 ,高等  ,纺        ,fǎng
 3.53 ,高等  ,丫        ,yā
 3.52 ,高等  ,茂        ,mào
 3.52 ,高等  ,陵        ,líng
 3.52 ,高等  ,崖        ,yá
 3.52 ,高等  ,韵        ,yùn
 3.52 ,高等  ,辰        ,chén
 3.52 ,高等  ,炫        ,xuàn
 3.52 ,高等  ,俘        ,fú
 3.52 ,高等  ,栽        ,zāi
 3.52 ,五级  ,旦        ,dàn
 3.52 ,六级  ,欺        ,qī
 3.52 ,六级  ,聘        ,pìn
 3.52 ,高等  ,锯        ,jù
 3.52 ,高等  ,蜜        ,mì
 3.52 ,五级  ,肠        ,cháng
 3.52 ,高等  ,轿        ,jiào
 3.52 ,五级  ,驶        ,shǐ
 3.52 ,高等  ,棚        ,péng
 3.51 ,高等  ,饥        ,jī
 3.51 ,高等  ,豹        ,bào
 3.51 ,高等  ,嵌        ,qiàn
 3.51 ,高等  ,雀        ,què
 3.51 ,高等  ,卓        ,zhuó
 3.51 ,高等  ,捣        ,dǎo
 3.51 ,高等  ,靴        ,xuē
 3.51 ,高等  ,覆        ,fù
 3.51 ,高等  ,宪        ,xiàn
 3.51 ,高等  ,诈        ,zhà
 3.51 ,高等  ,霉        ,méi
 3.51 ,高等  ,鹤        ,hè
 3.51 ,高等  ,荐        ,jiàn
 3.51 ,四级  ,疗        ,liáo
 3.51 ,高等  ,钞        ,chāo
 3.51 ,高等  ,贬        ,biǎn
 3.5  ,一级  ,孩        ,hái
 3.5  ,高等  ,恭        ,gōng
 3.5  ,高等  ,芽        ,yá
 3.5  ,高等  ,涛        ,tāo
 3.5  ,六级  ,畅        ,chàng
 3.5  ,高等  ,掐        ,qiā
 3.5  ,高等  ,孕        ,yùn
 3.5  ,五级  ,振        ,zhèn
 3.5  ,高等  ,脂        ,zhī
 3.5  ,六级  ,孤        ,gū
 3.5  ,五级  ,糊        ,hú
 3.5  ,高等  ,皂        ,zào
 3.49 ,高等  ,蝇        ,yíng
 3.49 ,高等  ,谨        ,jǐn
 3.49 ,高等  ,擅        ,shàn
 3.49 ,高等  ,盈        ,yíng
 3.49 ,二级  ,篮        ,lán
 3.49 ,五级  ,玻        ,bō
 3.49 ,高等  ,悦        ,yuè
 3.49 ,高等  ,捷        ,jié
 3.49 ,高等  ,桂        ,guì
 3.49 ,五级  ,偿        ,cháng
 3.49 ,高等  ,刨        ,páo
 3.49 ,一级  ,朋        ,péng
 3.49 ,六级  ,阔        ,kuò
 3.49 ,高等  ,拓        ,tuò
 3.49 ,高等  ,堕        ,duò
 3.49 ,六级  ,盲        ,máng
 3.49 ,五级  ,傅        ,fù
 3.49 ,六级  ,昌        ,chāng
 3.49 ,五级  ,葡        ,pú
 3.48 ,五级  ,厨        ,chú
 3.48 ,四级  ,腐        ,fǔ
 3.48 ,高等  ,浙        ,zhè
 3.48 ,高等  ,搁        ,gē
 3.48 ,高等  ,桨        ,jiǎng
 3.48 ,高等  ,溶        ,róng
 3.48 ,高等  ,掀        ,xiān
 3.48 ,高等  ,罕        ,hǎn
 3.48 ,高等  ,狭        ,xiá
 3.48 ,高等  ,逝        ,shì
 3.48 ,五级  ,盆        ,pén
 3.48 ,高等  ,蓬        ,péng
 3.48 ,高等  ,膨        ,péng
 3.48 ,四级  ,袜        ,wà
 3.47 ,高等  ,堤        ,dī
 3.47 ,高等  ,溅        ,jiàn
 3.47 ,三级  ,础        ,chǔ
 3.47 ,高等  ,膝        ,xī
 3.47 ,高等  ,腾        ,téng
 3.47 ,高等  ,吁        ,yù
 3.47 ,高等  ,曝        ,bào
 3.47 ,高等  ,拎        ,līn
 3.47 ,高等  ,阀        ,fá
 3.47 ,高等  ,哗        ,huá
 3.47 ,高等  ,畏        ,wèi
 3.47 ,高等  ,泊        ,bó
 3.47 ,六级  ,谦        ,qiān
 3.47 ,四级  ,燃        ,rán
 3.47 ,高等  ,搓        ,cuō
 3.47 ,高等  ,娇        ,jiāo
 3.47 ,高等  ,弊        ,bì
 3.46 ,高等  ,砌        ,qì
 3.46 ,五级  ,悔        ,huǐ
 3.46 ,五级  ,忆        ,yì
 3.46 ,高等  ,芳        ,fāng
 3.46 ,高等  ,蒜        ,suàn
 3.46 ,高等  ,攒        ,zǎn
 3.46 ,高等  ,魁        ,kuí
 3.46 ,高等  ,耻        ,chǐ
 3.46 ,六级  ,渠        ,qú
 3.46 ,高等  ,狮        ,shī
 3.46 ,高等  ,哑        ,yǎ
 3.46 ,四级  ,寒        ,hán
 3.46 ,六级  ,锋        ,fēng
 3.46 ,高等  ,弧        ,hú
 3.45 ,五级  ,龄        ,líng
 3.45 ,高等  ,儒        ,rú
 3.45 ,高等  ,厢        ,xiāng
 3.45 ,五级  ,貌        ,mào
 3.45 ,高等  ,熏        ,xūn
 3.45 ,一级  ,汽        ,qì
 3.45 ,六级  ,谅        ,liàng
 3.45 ,高等  ,婴        ,yīng
 3.45 ,高等  ,衔        ,xián
 3.45 ,高等  ,酿        ,niàng
 3.45 ,高等  ,盏        ,zhǎn
 3.45 ,高等  ,脊        ,jǐ
 3.44 ,五级  ,咳        ,ké
 3.44 ,高等  ,堪        ,kān
 3.44 ,六级  ,胞        ,bāo
 3.44 ,五级  ,卧        ,wò
 3.44 ,高等  ,翔        ,xiáng
 3.44 ,高等  ,廉        ,lián
 3.44 ,高等  ,搏        ,bó
 3.44 ,高等  ,凤        ,fèng
 3.44 ,高等  ,蜡        ,là
 3.44 ,高等  ,泄        ,xiè
 3.44 ,高等  ,胀        ,zhàng
 3.44 ,高等  ,浆        ,jiāng
 3.43 ,高等  ,牡        ,mǔ
 3.43 ,二级  ,晨        ,chén
 3.43 ,五级  ,眠        ,mián
 3.43 ,高等  ,凹        ,āo
 3.43 ,高等  ,耕        ,gēng
 3.43 ,高等  ,浸        ,jìn
 3.43 ,高等  ,颊        ,jiá
 3.43 ,六级  ,崇        ,chóng
 3.43 ,高等  ,芒        ,máng
 3.43 ,高等  ,聋        ,lóng
 3.42 ,高等  ,斥        ,chì
 3.42 ,四级  ,括        ,kuò
 3.42 ,高等  ,睦        ,mù
 3.42 ,高等  ,屠        ,tú
 3.42 ,高等  ,瓣        ,bàn
 3.42 ,一级  ,渴        ,kě
 3.42 ,四级  ,迅        ,xùn
 3.42 ,高等  ,梳        ,shū
 3.42 ,高等  ,嗜        ,shì
 3.41 ,高等  ,铭        ,míng
 3.41 ,高等  ,鞭        ,biān
 3.41 ,高等  ,淮        ,huái
 3.41 ,高等  ,矢        ,shǐ
 3.41 ,六级  ,绪        ,xù
 3.4  ,高等  ,弘        ,hóng
 3.4  ,高等  ,杖        ,zhàng
 3.4  ,高等  ,淹        ,yān
 3.4  ,高等  ,姿        ,zī
 3.4  ,高等  ,贞        ,zhēn
 3.4  ,高等  ,爵        ,jué
 3.4  ,二级  ,椅        ,yǐ
 3.4  ,高等  ,馅        ,xiàn
 3.4  ,高等  ,驳        ,bó
 3.4  ,高等  ,嫂        ,sǎo
 3.39 ,高等  ,殴        ,ōu
 3.39 ,高等  ,侨        ,qiáo
 3.39 ,高等  ,鼎        ,dǐng
 3.39 ,高等  ,膏        ,gāo
 3.39 ,五级  ,扰        ,rǎo
 3.39 ,高等  ,铸        ,zhù
 3.39 ,高等  ,阎        ,yán
 3.39 ,高等  ,乞        ,qǐ
 3.39 ,高等  ,痰        ,tán
 3.39 ,高等  ,屈        ,qū
 3.39 ,高等  ,澄        ,chéng
 3.39 ,高等  ,驰        ,chí
 3.38 ,五级  ,慰        ,wèi
 3.38 ,高等  ,舆        ,yú
 3.38 ,高等  ,灶        ,zào
 3.38 ,高等  ,掺        ,chān
 3.38 ,高等  ,蚀        ,shí
 3.38 ,高等  ,锈        ,xiù
 3.37 ,高等  ,侍        ,shì
 3.37 ,高等  ,捂        ,wǔ
 3.37 ,高等  ,棺        ,guān
 3.37 ,高等  ,旭        ,xù
 3.37 ,高等  ,拘        ,jū
 3.37 ,六级  ,幻        ,huàn
 3.37 ,高等  ,翠        ,cuì
 3.37 ,高等  ,嗅        ,xiù
 3.37 ,五级  ,脆        ,cuì
 3.37 ,高等  ,钥        ,yào
 3.37 ,高等  ,愚        ,yú
 3.37 ,四级  ,梯        ,tī
 3.37 ,高等  ,袍        ,páo
 3.37 ,高等  ,虹        ,hóng
 3.37 ,四级  ,描        ,miáo
 3.36 ,高等  ,靶        ,bǎ
 3.36 ,五级  ,乏        ,fá
 3.36 ,高等  ,勘        ,kān
 3.36 ,高等  ,蘸        ,zhàn
 3.36 ,四级  ,姨        ,yí
 3.36 ,高等  ,哀        ,āi
 3.36 ,高等  ,礁        ,jiāo
 3.36 ,高等  ,讼        ,sòng
 3.36 ,四级  ,塑        ,sù
 3.36 ,高等  ,履        ,lǚ
 3.36 ,高等  ,丙        ,bǐng
 3.36 ,五级  ,览        ,lǎn
 3.36 ,一级  ,午        ,wǔ
 3.35 ,四级  ,巾        ,jīn
 3.35 ,高等  ,熙        ,xī
 3.35 ,高等  ,缀        ,zhuì
 3.35 ,高等  ,矫        ,jiǎo
 3.35 ,六级  ,丧        ,sàng
 3.35 ,五级  ,悉        ,xī
 3.35 ,高等  ,凿        ,záo
 3.35 ,四级  ,殊        ,shū
 3.35 ,高等  ,斧        ,fǔ
 3.35 ,四级  ,纷        ,fēn
 3.34 ,高等  ,苍        ,cāng
 3.34 ,高等  ,棘        ,jí
 3.34 ,高等  ,秤        ,chèng
 3.34 ,高等  ,颖        ,yǐng
 3.34 ,高等  ,绷        ,bēng
 3.34 ,四级  ,肚        ,dù
 3.34 ,五级  ,励        ,lì
 3.34 ,高等  ,侦        ,zhēn
 3.34 ,高等  ,秩        ,zhì
 3.34 ,高等  ,浴        ,yù
 3.34 ,高等  ,煌        ,huáng
 3.33 ,高等  ,炭        ,tàn
 3.33 ,高等  ,瘫        ,tān
 3.33 ,五级  ,肃        ,sù
 3.33 ,高等  ,卤        ,lǔ
 3.33 ,高等  ,浑        ,hún
 3.33 ,五级  ,幽        ,yōu
 3.33 ,高等  ,慕        ,mù
 3.33 ,高等  ,掩        ,yǎn
 3.33 ,高等  ,眉        ,méi
 3.32 ,高等  ,窟        ,kū
 3.32 ,高等  ,蓄        ,xù
 3.32 ,高等  ,喇        ,lǎ
 3.32 ,高等  ,慈        ,cí
 3.32 ,高等  ,痕        ,hén
 3.32 ,四级  ,奋        ,fèn
 3.32 ,五级  ,夕        ,xī
 3.32 ,高等  ,滞        ,zhì
 3.32 ,高等  ,羞        ,xiū
 3.32 ,高等  ,谴        ,qiǎn
 3.31 ,高等  ,咽        ,yān
 3.31 ,高等  ,咽        ,yàn
 3.31 ,六级  ,障        ,zhàng
 3.31 ,高等  ,殷        ,yīn
 3.31 ,高等  ,慎        ,shèn
 3.31 ,高等  ,皱        ,zhòu
 3.31 ,高等  ,喻        ,yù
 3.31 ,高等  ,仲        ,zhòng
 3.31 ,高等  ,枯        ,kū
 3.31 ,高等  ,漂        ,piāo
 3.31 ,高等  ,柬        ,jiǎn
 3.31 ,高等  ,黏        ,nián
 3.31 ,二级  ,漂        ,piào
 3.31 ,高等  ,隶        ,lì
 3.31 ,高等  ,咽        ,yè
 3.31 ,高等  ,俏        ,qiào
 3.3  ,高等  ,囚        ,qiú
 3.3  ,高等  ,叭        ,bā
 3.3  ,高等  ,卸        ,xiè
 3.3  ,高等  ,稻        ,dào
 3.3  ,高等  ,拣        ,jiǎn
 3.3  ,高等  ,荆        ,jīng
 3.29 ,六级  ,袖        ,xiù
 3.29 ,高等  ,驮        ,tuó
 3.29 ,高等  ,晶        ,jīng
 3.29 ,五级  ,聪        ,cōng
 3.29 ,高等  ,峡        ,xiá
 3.29 ,高等  ,澜        ,lán
 3.28 ,高等  ,凝        ,níng
 3.28 ,高等  ,颤        ,chàn
 3.28 ,一级  ,昨        ,zuó
 3.28 ,高等  ,蚊        ,wén
 3.28 ,高等  ,缚        ,fù
 3.28 ,高等  ,腕        ,wàn
 3.28 ,高等  ,贩        ,fàn
 3.27 ,高等  ,沧        ,cāng
 3.27 ,高等  ,遛        ,liù
 3.27 ,六级  ,耀        ,yào
 3.27 ,五级  ,贸        ,mào
 3.27 ,六级  ,胁        ,xié
 3.27 ,高等  ,锐        ,ruì
 3.27 ,高等  ,卑        ,bēi
 3.27 ,三级  ,概        ,gài
 3.26 ,高等  ,滋        ,zī
 3.26 ,高等  ,骤        ,zhòu
 3.26 ,高等  ,瓷        ,cí
 3.26 ,高等  ,酬        ,chóu
 3.26 ,高等  ,怡        ,yí
 3.26 ,高等  ,缕        ,lǚ
 3.25 ,高等  ,魅        ,mèi
 3.25 ,六级  ,牲        ,shēng
 3.25 ,高等  ,祀        ,sì
 3.25 ,高等  ,倚        ,yǐ
 3.25 ,高等  ,抑        ,yì
 3.25 ,高等  ,惑        ,huò
 3.25 ,高等  ,喉        ,hóu
 3.25 ,高等  ,郁        ,yù
 3.25 ,六级  ,勺        ,sháo
 3.25 ,高等  ,绯        ,fēi
 3.25 ,高等  ,庸        ,yōng
 3.24 ,高等  ,惩        ,chéng
 3.24 ,五级  ,绒        ,róng
 3.24 ,高等  ,匠        ,jiàng
 3.24 ,高等  ,讽        ,fěng
 3.24 ,高等  ,矩        ,jǔ
 3.24 ,高等  ,刁        ,diāo
 3.24 ,高等  ,沫        ,mò
 3.24 ,四级  ,锻        ,duàn
 3.24 ,高等  ,焊        ,hàn
 3.23 ,高等  ,橘        ,jú
 3.23 ,高等  ,蔓        ,màn
 3.23 ,六级  ,诞        ,dàn
 3.23 ,高等  ,钳        ,qián
 3.23 ,高等  ,毅        ,yì
 3.23 ,高等  ,匀        ,yún
 3.23 ,高等  ,叛        ,pàn
 3.23 ,高等  ,挽        ,wǎn
 3.23 ,六级  ,傲        ,ào
 3.22 ,高等  ,冶        ,yě
 3.22 ,三级  ,啤        ,pí
 3.22 ,高等  ,屿        ,yǔ
 3.22 ,高等  ,撇        ,piě
 3.22 ,六级  ,厕        ,cè
 3.22 ,高等  ,徽        ,huī
 3.22 ,高等  ,扳        ,bān
 3.22 ,高等  ,谣        ,yáo
 3.22 ,高等  ,疆        ,jiāng
 3.22 ,高等  ,绞        ,jiǎo
 3.22 ,高等  ,彬        ,bīn
 3.22 ,高等  ,茅        ,máo
 3.22 ,高等  ,纬        ,wěi
 3.21 ,高等  ,讳        ,huì
 3.21 ,高等  ,舵        ,duò
 3.21 ,高等  ,侣        ,lǚ
 3.21 ,高等  ,拴        ,shuān
 3.21 ,高等  ,辫        ,biàn
 3.21 ,高等  ,撬        ,qiào
 3.21 ,高等  ,捶        ,chuí
 3.21 ,高等  ,溃        ,kuì
 3.21 ,高等  ,隙        ,xì
 3.21 ,高等  ,鸽        ,gē
 3.21 ,高等  ,椒        ,jiāo
 3.21 ,高等  ,舟        ,zhōu
 3.21 ,六级  ,仰        ,yǎng
 3.2  ,高等  ,泣        ,qì
 3.2  ,高等  ,雁        ,yàn
 3.2  ,五级  ,央        ,yāng
 3.2  ,高等  ,煲        ,bāo
 3.2  ,高等  ,唬        ,hǔ
 3.2  ,六级  ,纠        ,jiū
 3.2  ,高等  ,浊        ,zhuó
 3.2  ,高等  ,哨        ,shào
 3.2  ,高等  ,饵        ,ěr
 3.2  ,高等  ,飙        ,biāo
 3.2  ,高等  ,挫        ,cuò
 3.2  ,五级  ,惜        ,xī
 3.2  ,高等  ,荫        ,yīn
 3.2  ,高等  ,膛        ,táng
 3.19 ,高等  ,稀        ,xī
 3.19 ,高等  ,卦        ,guà
 3.19 ,六级  ,殖        ,zhí
 3.19 ,高等  ,钧        ,jūn
 3.19 ,高等  ,甸        ,diàn
 3.19 ,高等  ,墟        ,xū
 3.19 ,三级  ,姑        ,gū
 3.19 ,高等  ,帆        ,fān
 3.19 ,高等  ,迭        ,dié
 3.19 ,高等  ,呕        ,ǒu
 3.18 ,高等  ,涵        ,hán
 3.18 ,高等  ,沐        ,mù
 3.18 ,高等  ,胚        ,pēi
 3.18 ,高等  ,昔        ,xī
 3.18 ,高等  ,肆        ,sì
 3.17 ,高等  ,捎        ,shāo
 3.17 ,高等  ,涮        ,shuàn
 3.17 ,高等  ,蹬        ,dēng
 3.17 ,高等  ,劣        ,liè
 3.17 ,高等  ,栖        ,qī
 3.17 ,五级  ,帘        ,lián
 3.17 ,六级  ,娱        ,yú
 3.17 ,高等  ,媚        ,mèi
 3.17 ,高等  ,屑        ,xiè
 3.17 ,高等  ,彰        ,zhāng
 3.17 ,高等  ,枣        ,zǎo
 3.16 ,高等  ,簇        ,cù
 3.16 ,五级  ,厌        ,yàn
